Название,Продукт,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Томская область,"Вино виноградное крепленое крепостью до 20% об.спирта, л",,,"105,14","110,72","120,41","138,52","152,26","187,38","202,38","231,14","246,42","257,27","293,47","346,11","366,21","411,36","445,57","506,37","529,62","628,41","624,07","691,36",
Томская область,"Вино виноградное столовое (сухое, полусухое, полусладкое) крепостью до 14% об.спирта и содержанием до 8% сахара, л",,,"94,53","99,98","106,31","115,95","130,25","141,13","149,54","167,23","169,31","183,04","193,24","219,14","230,33","250,56","276,59","314,6","322,16","318,53","332,35","365,64",
Томская область,"Коньяк ординарный отечественный, л",,,"394,83","457,79","483,7","524,73","618,1","641,63","769,47","833,53","728,95","798,54","869,79","889,46","991,16","1094,99","1139,49","1204,49","1200,83","1190,55","1108,56","1184,88","1240,23"
Томская область,"Коньяк импортный, л",,,"1025,31","1196,39","1203,2","1269,2","1431,15","1264,72",,,,,,,,,,,,,,,
Томская область,"Вино игристое отечественное, л",,,"127,07","125,44","122,58","127,21","136,1","148,18","171,6","181,48","201,3","209,86","228,41","247,47","250,2","274,37","301,35","335,86","324,5","341,02","379,96","380,06","393,02"
Томская область,"Пиво отечественное, л",,,"26,58","29,04","31,3","33,95","35,64","40,05","45,24","50,79","61,06","65,33","71,15","80,05","93,67","107,35","114,89","116,68","125,31","132,46","134,53",,
Томская область,"Пиво зарубежных торговых марок, л",,,"83,75","97,42","103,67","120,99","143,32","171,38","199,33","236,19","254,39","268,36","270,07","244,58","249,61","267,34","272,67","290,6","276,88","270,97","267,79",,
Томская область,"Вода минеральная и питьевая, л",,,"12,94","14,07","14,33","17,32","17,62","21,27","24,9","25,85","28,24","30,52","32,46","34,13","35,99","40,45","39,23","38,54","40,45","43,93","47,4","47,59","64,1"
Томская область,"Напитки газированные, л",,,"10,05","10,82","11,17","12,39","13,25","15,07","17,34","19,23","19,8","21,53","23,13","23,83","25,96","28,89","31,48","32,81","35,56","35,39","37,04","38,82","49,39"
Томская область,"Мороженое сливочное, кг",,,,"74,87","75,59","81,08","99,28",125,"159,51","207,27","215,75","247,27","290,45","308,57","330,78","384,83","441,6","440,4","456,78","472,68","485,07","557,23","646,64"
Томская область,"Обед в ресторане, на 1 человека",,,"125,01","136,68","147,04","158,92","174,29",187,196,"244,95","259,95","273,46","278,48","301,32","341,05","390,79","402,88","444,08","461,07","461,07","496,47","722,47","908,41"
Томская область,"Кофе в организациях быстрого обслуживания, 200 г",,,"7,15","8,25","10,07","10,47","11,42",15,15,15,18,19,20,"27,72","35,32","38,67","43,6","44,89","52,39","51,92","55,1","55,41","64,45"
Томская область,"Обед в столовой в организации, на 1 человека",,,"25,95","31,43","41,12","45,89","58,35","49,5","55,3","60,4","67,2","74,2","79,2",,,,,,,,,,
Томская область,"Обед в столовой, кафе, закусочной (кроме столовой в организации), на 1 человека",,,"59,66","68,1","73,03","77,65","85,52",118,120,128,135,150,159,"185,3","205,17","225,35","239,66","249,41","242,48","258,44","282,21","321,6","368,51"
Томская область,"Ужин в ресторане, на 1 человека",,,"390,41","400,18","424,23","433,69","443,14",502,"650,78","787,47","871,42","1089,95","1479,97","1638,57","1777,48","1856,05","1921,14","1918,76","1930,69","1957,69","1999,92","2416,99","2913,91"
Томская область,"Продукция предприятий общественного питания быстрого обслуживания (сэндвич типа ""Гамбургер""), шт.",,,,,,,,,,,,,,"74,09","76,7","87,84","94,55","99,02","103,12","110,08","121,42","130,99","152,39"
Томская область,"Ситец набивной отечественный, м",,,"12,51","14,09","14,79","15,27","15,35","16,56","17,28","21,14","23,7","32,53","39,2",,,,,,,,,,
Томская область,"Ткани хлопчатобумажные бельевые, м",,,"26,98","27,85","28,77","29,66","30,13","25,85","33,06","39,88","45,22","63,01","72,02","68,18","85,24","102,62","112,55","116,62","118,13","122,57","137,83","142,88","195,98"
Томская область,"Ткань костюмная шерстяная и полушерстяная, м",,,,,,,"258,39","263,03","284,63","299,33","302,41","308,23","361,39","377,99","445,41","479,38","526,89","523,54","515,72","513,61","521,04","546,31","587,78"
Томская область,"Ткань платьевая из искусственного или синтетического шелка, м",,,"77,61","83,22","86,8","93,86","100,73","100,13","109,46","115,75","119,16","123,59","153,52","166,2","237,69","255,65","278,53","277,65","276,04","290,1","307,82","314,31","375,6"
Томская область,"Ткани декоративные для изготовления штор и занавесей, м",,,,"105,56","110,36","115,31","116,53","112,72","116,11","126,3","134,47","140,6","158,69","166,25","188,93","223,86","241,1","244,07","259,36","315,59","321,7","334,26",416
Томская область,"Полотенце личное, шт.",,,"84,27","91,07","97,76","107,93","108,34","117,6","153,65","169,46","174,09","182,67","192,97","196,22","199,57","208,15","217,95","231,33","238,51","241,08","267,78","282,38","314,42"
Томская область,"Полотенце банное, шт.",,,"181,24","192,01","203,14","223,35","226,64","242,13","290,15","322,91","338,21","374,05","400,03",,,,,,,,,,
Томская область,"Полотенце кухонное, шт.",,,"23,6","25,57","28,73","31,26","32,96","36,66","44,64","48,5","50,98","56,48","62,28","65,52","67,36","72,2","75,95","76,77","79,55","79,63","85,96","103,74","143,51"
Томская область,"Куртка мужская с верхом из плащевых тканей утепленная, шт.",,,,,,,,,,,,,,"6123,05","6328,86","7031,15","7323,44","7710,3","8284,18","8320,92","8188,1","7951,86","9746,31"
Томская область,"Плащ мужской из смесовых тканей, шт.",,,"1522,61","1613,98","1649,25","1691,8","1813,68","1915,12","2110,91",,,,,,,,,,,,,,
Томская область,"Брюки мужские из полушерстяных или смесовых тканей, шт.",,,"539,31","632,82","688,95","739,27","872,81","1079,96","1197,7","1305,14","1381,49","1597,04","1806,42","1944,02","2122,33","2224,48","2318,24","2362,14","2450,12","2505,36","2702,37","2764,83","3234,29"
Томская область,"Брюки мужские из джинсовой ткани (джинсы), шт.",,,"676,03","853,54","926,26","1057,82","1104,36","1176,6","1412,62","1553,31","1716,4","1966,46","2236,61","2419,43","2627,05","2866,48","3114,01","3179,5","3205,96","3212,29","3357,64","3452,03","3867,99"
Томская область,"Сорочка верхняя мужская из хлопчатобумажных или смесовых тканей, шт.",,,"279,03","378,58","394,82","412,29","430,07","453,68","493,44","568,81","585,5","641,61","775,92","858,46","921,29","1143,5","1223,01","1258,18","1354,02","1579,05","1689,29","1719,42","1934,48"
Томская область,"Куртка мужская из натуральной кожи, шт.",,,"4301,18","4845,18","5155,8","5678,21","5894,95","7698,64","9765,16","12226,68","12676,04","12804,77",13225,"12781,36","13539,68","13737,98","14836,42","15927,22","16572,43","16620,04","17439,55","17516,55","20196,48"
Томская область,"Костюм-двойка мужской из шерстяных, полушерстяных или смесовых  тканей, шт.",,,"1893,13","2196,31","2269,42","2986,42","3390,44","3590,39","3827,18","4228,7","4483,05","4732,33","5401,73","5809,07","6377,13","6529,29","6873,68","7211,19","7593,35","8272,98","8760,22","9064,36","10509,92"
Томская область,"Куртка мужская демисезонная с верхом из плащевых тканей, шт.",,,"1756,18","2079,06","2155,88","2254,48","2348,73","2604,64","2971,36","3473,31","3698,91","4094,27","4539,27",,,,,,,,,,
Томская область,"Куртка мужская зимняя с верхом из плащевых тканей, шт.",,,"1259,35","1683,02","2115,42","2609,07","3052,88","3697,15","4314,49","4725,53","5310,47","6081,3","6595,52",,,,,,,,,,
Томская область,"Трусы мужские из хлопчатобумажной ткани, шт.",,,"29,09","34,72","38,38","43,52","51,52","62,9","76,11","90,16","95,55","112,58","118,15",,,,,,,,,,
Томская область,"Брюки женские из полушерстяных или смесовых тканей, шт.",,,,"798,14","834,72","868,49","932,83","1001,86","1273,96","1503,43","1697,75","1813,13","1939,55","2010,75","2199,07","2269,61","2448,08","2473,14","2543,91","2579,03","2764,27","3132,31","3053,57"
Томская область,"Пиджак, жакет женский из шерстяных, полушерстяных или смесовых тканей, шт.",,,,,,,,,"2707,13","2895,75","2967,15","3200,34","3468,68","2995,19","3021,76","3132,22","3367,94","3414,48","3554,8","3562,71","3824,42","3988,62","4063,01"
Томская область,"Костюм-двойка женский из трикотажного полотна, шт.",,,,"1441,13","1548,27","1759,08","2176,76","2674,05","3001,81","3198,72","3476,79","3835,43","4041,87",,,,,,,,,,
Томская область,"Куртка мужская без утеплителя (ветровка), шт.",,,,,,"1157,47","1233,07","1316,32","1479,05","1817,05","2085,66","2303,23","2623,06","2866,54","2945,24","3030,69","3129,03","3350,07","3400,15","3473,96","3395,94","3555,71","4502,2"
Томская область,"Куртка женская без утеплителя (ветровка), шт.",,,,,,,,,"1360,9","1636,35","1981,68","2106,88","2373,73","2528,25","2588,15","2610,68","2748,27","2783,27","2858,98","2969,65","3140,1","3183,72","3514,95"
Томская область,"Пальто женское демисезонное из шерстяных или полушерстяных тканей, шт.",,,"3494,61","3841,59","4187,35","4519,83","4947,74","5278,7","5517,03","5931,3","6345,66","6919,99","7468,71","7766,05","8302,22","9713,19","10426,97","10691,81","11578,3",11772,"12475,87","12917,98","13338,67"
Томская область,"Пальто (полупальто) женское с верхом из плащевых тканей, шт.",,,"1423,97","1683,38","1967,45","2504,85",3080,"3601,84","3799,08","4368,63","5009,91","5448,3","5802,8","5962,3","6268,5","7214,81","7708,46","8483,15","8904,63","8355,6","8235,52","8382,57","9119,95"
Томская область,"Плащ женский, шт.",,,"1802,33","1976,65","2023,25","2203,03","2287,18","2547,67","2875,54",,,,,,,,,,,,,,
Томская область,"Платье женское из смесовых тканей или легкого трикотажного полотна, шт.",,,"886,11","963,88","997,85","1049,81","1142,78","1178,67","1248,4","1369,35","1485,16","1703,83","1849,62",,,,,,,,,,
Томская область,"Юбка женская из полушерстяных или смесовых тканей, шт.",,,"492,35","607,14","682,15","757,75","837,3","941,51","1279,53","1531,09","1692,14","1841,87","1990,49","2169,4","2291,13","2379,02","2525,43","2591,49","2678,76","2721,28","2810,05","2810,18","2808,69"
Томская область,"Сорочка ночная женская, шт.",,,"104,88","111,59","119,91","129,99","142,37","163,58","180,78","190,44","204,19","224,31","258,33","277,36","293,09","314,91","364,83","387,84","403,81","427,88","455,36","507,12","606,55"
Томская область,"Куртка женская из натуральной кожи, шт.",,,"4487,87","5088,98","5385,87","5636,62","6014,48","7581,91","9734,79","11522,73","12092,9","12140,79","12739,87",,,,,,,,,,
Томская область,"Костюм-двойка женский из шерстяных или полушерстяных тканей, шт.",,,"1714,83","1962,73","2063,58","2230,78","2495,25","3031,76",,,,,,,,,,,,,,,
Томская область,"Пальто женское зимнее из шерстяных или полушерстяных тканей  с меховым воротником, шт.",,,"6018,17","6417,45","7174,62","7411,09","7569,77","7853,46","8161,84","8500,7","9149,86","9302,54","9829,65","10232,74","11197,19","12950,1","14878,77","16162,32","17253,81","17012,74","16562,45","18226,61",
Томская область,"Блузка женская, шт.",,,"590,91","716,78","790,86","830,29","1002,76","1168,18","1394,61","1520,74","1685,08","1802,1","1921,14","2044,11","2204,43","2382,2","2520,78","2538,79","2594,68","2644,72","2704,61","2717,86","2713,06"
Томская область,"Платье (платье-костюм) женское из полушерстяных, смесовых тканей, шт.",,,"825,27","884,32","912,91","958,86","967,08","1008,08","1236,58","1554,13","1867,97","2022,62","2264,64",,,,,,,,,,
Томская область,"Халат женский, шт.",,,"158,46","178,55","198,38","231,92","274,96","306,63","313,14","359,42","382,9","392,67","414,03","445,26","488,36","551,58","621,29","654,22","673,11","717,87","753,54","860,8","972,51"
Томская область,"Платье (платье-костюм) женское из хлопчатобумажных или смесовых тканей, шт.",,,"150,54","166,12","175,48","199,08","234,42","322,36","360,54","402,61","431,98","447,58","476,72","527,49","608,41","808,36","1020,84","1093,17","1143,62","1263,47","1299,95","1372,43","1561,91"
Томская область,"Куртка для детей школьного возраста с верхом из плащевых тканей утепленная, шт.",,,,,,,,,,,,,,"3506,33","3668,32","3983,17","4240,67","4356,6","4485,25","4113,41","3982,57","3862,06","3851,7"
Томская область,"Брюки для детей школьного возраста из полушерстяных тканей, шт.",,,"284,94","361,96","402,25","436,02","460,07","463,39","529,9","553,81","603,72","711,05","757,71","807,61","849,35","950,43","1078,6","1185,28","1266,14","1197,42","1143,83","1242,68","1245,44"
